countyfip,city,sex,age,language,poverty,diffrem,diffphys,diffmob,diffcare,diffeye,diffhear,vetstat,raceethn,diffany
0,not in identifiable city (or size group),female,76,english,296,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,64,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,69,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,43,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,17,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
13,not in identifiable city (or size group),female,31,english,279,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),female,67,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,63,english,356,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,65,english,351,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,46,english,439,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,69,english,216,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
3,not in identifiable city (or size group),female,47,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,27,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,71,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,41,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
23,not in identifiable city (or size group),female,61,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,62,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,36,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,40,english,396,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,60,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,51,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,33,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,70,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,57,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
21,not in identifiable city (or size group),female,16,english,457,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,White NH,0
17,not in identifiable city (or size group),female,32,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,15,english,68,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),female,63,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,72,english,336,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),female,37,english,1,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,63,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
27,not in identifiable city (or size group),female,43,portuguese,476,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,45,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
5,not in identifiable city (or size group),female,52,english,319,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,26,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,51,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,49,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,57,english,294,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,32,english,499,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,76,portuguese,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,16,english,159,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),female,30,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),female,72,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
5,not in identifiable city (or size group),female,91,english,98,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,53,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,66,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,71,spanish,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,66,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,55,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),female,29,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
